,Unnamed: 0,field,section,coverage,classifier,divergent,precision,recall,f1-score,train (Si/No),test (Si/No),pred Si/No,index-feat.comb.,num-features,cand,co-au,cand_comm,comm_cand,BC,CC,cand_other,other_cand,books,articles,other_pubbs,I1,I2,I3,support
26329,26329,13-D4,2,A,decisionTree,False,0.7063264221158957,0.7090909090909091,0.7037942449707156,104 (53/51),55 (23/32),(19/36),1910,5,X,,,X,,X,,,X,,,,,X,55.0
26342,26342,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),1911,5,X,,,X,,X,,,,X,X,,,,14.0
26343,26343,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),1911,5,X,,,X,,X,,,,X,X,,,,14.0
26355,26355,10-G1,2,A,svm_1,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,25 (16/9),34 (16/18),(19/15),1911,5,X,,,X,,X,,,,X,X,,,,34.0
26356,26356,10-G1,2,A,svm_0.5,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,25 (16/9),34 (16/18),(19/15),1911,5,X,,,X,,X,,,,X,X,,,,34.0
26357,26357,10-G1,2,A,svm_0.1,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,25 (16/9),34 (16/18),(18/16),1911,5,X,,,X,,X,,,,X,X,,,,34.0
26358,26358,10-G1,2,A,svm_0.02,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,25 (16/9),34 (16/18),(19/15),1911,5,X,,,X,,X,,,,X,X,,,,34.0
26359,26359,10-G1,2,A,decisionTree,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,25 (16/9),34 (16/18),(19/15),1911,5,X,,,X,,X,,,,X,X,,,,34.0
26419,26419,10-G1,2,A,decisionTree,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),1912,5,X,,,X,,X,,,,X,,X,,,34.0
26595,26595,10-G1,2,A,svm_1,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),1915,5,X,,,X,,X,,,,,X,X,,,34.0
26596,26596,10-G1,2,A,svm_0.5,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),1915,5,X,,,X,,X,,,,,X,X,,,34.0
26597,26597,10-G1,2,A,svm_0.1,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),1915,5,X,,,X,,X,,,,,X,X,,,34.0
26598,26598,10-G1,2,A,svm_0.02,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),1915,5,X,,,X,,X,,,,,X,X,,,34.0
26599,26599,10-G1,2,A,decisionTree,False,0.7700163398692811,0.7647058823529411,0.7647058823529411,14 (8/6),34 (16/18),(18/16),1915,5,X,,,X,,X,,,,,X,X,,,34.0
29102,29102,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),1957,5,X,,,X,,,,,X,X,X,,,,14.0
29103,29103,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,12 (9/3),14 (5/9),(9/5),1957,5,X,,,X,,,,,X,X,X,,,,14.0
29162,29162,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),1958,5,X,,,X,,,,,X,X,,X,,,14.0
29163,29163,10-G1,1,A,svm_0.02,False,0.8660714285714286,0.7857142857142857,0.7890109890109891,9 (7/2),14 (5/9),(8/6),1958,5,X,,,X,,,,,X,X,,X,,,14.0
29282,29282,10-G1,1,A,svm_0.1,False,0.7551020408163264,0.7142857142857143,0.7202380952380951,9 (7/2),14 (5/9),(7/7),1960,5,X,,,X,,,,,X,X,,,,X,14.0
29342,29342,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),1961,5,X,,,X,,,,,X,,X,X,,,14.0
29343,29343,10-G1,1,A,svm_0.02,False,0.8660714285714286,0.7857142857142857,0.7890109890109891,9 (7/2),14 (5/9),(8/6),1961,5,X,,,X,,,,,X,,X,X,,,14.0
29352,29352,10-G1,1,ABC,svm_0.1,False,0.7077922077922079,0.7142857142857143,0.7085921325051759,23 (16/7),35 (13/22),(11/24),1961,5,X,,,X,,,,,X,,X,X,,,35.0
29523,29523,10-G1,1,A,svm_0.02,False,0.7551020408163264,0.7142857142857143,0.7202380952380951,9 (7/2),14 (5/9),(7/7),1964,5,X,,,X,,,,,X,,,X,X,,14.0
29580,29580,10-G1,1,A,svm_1,False,0.7551020408163264,0.7142857142857143,0.7202380952380951,9 (7/2),14 (5/9),(7/7),1965,5,X,,,X,,,,,X,,,X,,X,14.0
29581,29581,10-G1,1,A,svm_0.5,False,0.7551020408163264,0.7142857142857143,0.7202380952380951,9 (7/2),14 (5/9),(7/7),1965,5,X,,,X,,,,,X,,,X,,X,14.0
29582,29582,10-G1,1,A,svm_0.1,False,0.7142857142857143,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(5/9),1965,5,X,,,X,,,,,X,,,X,,X,14.0
29703,29703,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),1967,5,X,,,X,,,,,,X,X,X,,,14.0
29823,29823,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),1969,5,X,,,X,,,,,,X,X,,,X,14.0
29942,29942,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),1971,5,X,,,X,,,,,,X,,X,,X,14.0
29943,29943,10-G1,1,A,svm_0.02,False,0.8660714285714286,0.7857142857142857,0.7890109890109891,9 (7/2),14 (5/9),(8/6),1971,5,X,,,X,,,,,,X,,X,,X,14.0
30122,30122,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),1974,5,X,,,X,,,,,,,X,X,,X,14.0
30123,30123,10-G1,1,A,svm_0.02,False,0.8660714285714286,0.7857142857142857,0.7890109890109891,9 (7/2),14 (5/9),(8/6),1974,5,X,,,X,,,,,,,X,X,,X,14.0
30130,30130,10-G1,1,ABC,svm_1,False,0.7077922077922079,0.7142857142857143,0.7085921325051759,23 (16/7),35 (13/22),(11/24),1974,5,X,,,X,,,,,,,X,X,,X,35.0
30131,30131,10-G1,1,ABC,svm_0.5,False,0.7077922077922079,0.7142857142857143,0.7085921325051759,23 (16/7),35 (13/22),(11/24),1974,5,X,,,X,,,,,,,X,X,,X,35.0
30182,30182,10-G1,1,A,svm_0.1,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),1975,5,X,,,X,,,,,,,X,,X,X,14.0
30243,30243,10-G1,1,A,svm_0.02,False,0.7551020408163264,0.7142857142857143,0.7202380952380951,9 (7/2),14 (5/9),(7/7),1976,5,X,,,X,,,,,,,,X,X,X,14.0
30553,30553,10-G1,1,ABC,svm_0.02,False,0.706959706959707,0.7142857142857143,0.7002164502164502,23 (16/7),35 (13/22),(9/26),1981,5,X,,,,X,X,X,,,,,X,,,35.0
30558,30558,10-G1,2,A,svm_0.02,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),1981,5,X,,,,X,X,X,,,,,X,,,34.0
